MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210817,6025,Imperial County,CA,0,0,68.55,31.45,0,0,8/17/21,8/23/21,2
20210810,6025,Imperial County,CA,0,0,68.55,31.45,0,0,8/10/21,8/16/21,2
20210803,6025,Imperial County,CA,0,0,68.55,31.45,0,0,8/3/21,8/9/21,2
20210727,6025,Imperial County,CA,0,0,68.28,31.72,0,0,7/27/21,8/2/21,2
20210720,6025,Imperial County,CA,0,0,68.28,31.72,0,0,7/20/21,7/26/21,2
20210713,6025,Imperial County,CA,0,0,68.28,31.72,0,0,7/13/21,7/19/21,2
20210706,6025,Imperial County,CA,0,0,67.88,32.12,0,0,7/6/21,7/12/21,2
20210629,6025,Imperial County,CA,0,0,67.88,32.12,0,0,6/29/21,7/5/21,2
20210622,6025,Imperial County,CA,0,0,67.88,32.12,0,0,6/22/21,6/28/21,2
20210615,6025,Imperial County,CA,0,0,67.44,32.56,0,0,6/15/21,6/21/21,2
20210608,6025,Imperial County,CA,0,0,67.44,32.56,0,0,6/8/21,6/14/21,2
20210601,6025,Imperial County,CA,0,0,67.81,32.19,0,0,6/1/21,6/7/21,2
20210525,6025,Imperial County,CA,0,0,67.81,32.19,0,0,5/25/21,5/31/21,2
20210518,6025,Imperial County,CA,0,0,68.15,31.85,0,0,5/18/21,5/24/21,2
20210511,6025,Imperial County,CA,0,0,68.15,31.85,0,0,5/11/21,5/17/21,2
20210504,6025,Imperial County,CA,0,5.07,91.83,3.1,0,0,5/4/21,5/10/21,2
20210427,6025,Imperial County,CA,0,5.07,91.83,3.1,0,0,4/27/21,5/3/21,2
20210420,6025,Imperial County,CA,0,5.07,91.83,3.1,0,0,4/20/21,4/26/21,2
20210413,6025,Imperial County,CA,0,7.97,88.68,3.36,0,0,4/13/21,4/19/21,2
20210406,6025,Imperial County,CA,0,7.97,88.68,3.36,0,0,4/6/21,4/12/21,2
20210330,6025,Imperial County,CA,0,7.97,88.68,3.36,0,0,3/30/21,4/5/21,2
20210323,6025,Imperial County,CA,0,7.97,88.68,3.36,0,0,3/23/21,3/29/21,2
20210316,6025,Imperial County,CA,0,8.36,88.66,2.98,0,0,3/16/21,3/22/21,2
20210309,6025,Imperial County,CA,0,7.5,89.52,2.98,0,0,3/9/21,3/15/21,2
20210302,6025,Imperial County,CA,0,7.5,89.52,2.98,0,0,3/2/21,3/8/21,2
20210223,6025,Imperial County,CA,0,7.5,89.52,2.98,0,0,2/23/21,3/1/21,2
20210216,6025,Imperial County,CA,0,7.5,89.52,2.98,0,0,2/16/21,2/22/21,2
20210209,6025,Imperial County,CA,0,7.5,89.52,2.98,0,0,2/9/21,2/15/21,2
20210202,6025,Imperial County,CA,0,7.5,89.52,2.98,0,0,2/2/21,2/8/21,2
20210126,6025,Imperial County,CA,0,5.78,91.13,3.1,0,0,1/26/21,2/1/21,2
20210119,6025,Imperial County,CA,0,5.78,14.49,79.51,0.22,0,1/19/21,1/25/21,2
20210112,6025,Imperial County,CA,0,5.78,14.37,79.63,0.22,0,1/12/21,1/18/21,2
20210105,6025,Imperial County,CA,0,5.81,14.55,79.42,0.22,0,1/5/21,1/11/21,2
20201229,6025,Imperial County,CA,0,6.14,14.22,79.42,0.22,0,12/29/20,1/4/21,2
20211228,6027,Inyo County,CA,0,0,0,30.36,69.64,0,12/28/21,1/3/22,2
20211221,6027,Inyo County,CA,0,0,0,0,30.08,69.92,12/21/21,12/27/21,2
20211214,6027,Inyo County,CA,0,0,0,0,27.33,72.67,12/14/21,12/20/21,2
20211207,6027,Inyo County,CA,0,0,0,0,27.33,72.67,12/7/21,12/13/21,2
20211130,6027,Inyo County,CA,0,0,0,0,27.33,72.67,11/30/21,12/6/21,2
20211123,6027,Inyo County,CA,0,0,0,0,27.33,72.67,11/23/21,11/29/21,2
20211116,6027,Inyo County,CA,0,0,0,0,27.33,72.67,11/16/21,11/22/21,2
20211109,6027,Inyo County,CA,0,0,0,0,27.33,72.67,11/9/21,11/15/21,2
20211102,6027,Inyo County,CA,0,0,0,0,27.33,72.67,11/2/21,11/8/21,2
20211026,6027,Inyo County,CA,0,0,0,0,27.33,72.67,10/26/21,11/1/21,2
20211019,6027,Inyo County,CA,0,0,0,0,27.33,72.67,10/19/21,10/25/21,2
20211012,6027,Inyo County,CA,0,0,0,0,27.33,72.67,10/12/21,10/18/21,2
20211005,6027,Inyo County,CA,0,0,0,0,27.33,72.67,10/5/21,10/11/21,2
20210928,6027,Inyo County,CA,0,0,0,0,27.33,72.67,9/28/21,10/4/21,2
20210921,6027,Inyo County,CA,0,0,0,0,27.33,72.67,9/21/21,9/27/21,2
20210914,6027,Inyo County,CA,0,0,0,0,27.33,72.67,9/14/21,9/20/21,2
20210907,6027,Inyo County,CA,0,0,0,0,27.33,72.67,9/7/21,9/13/21,2
20210831,6027,Inyo County,CA,0,0,0,0,27.33,72.67,8/31/21,9/6/21,2
20210824,6027,Inyo County,CA,0,0,0,0,27.33,72.67,8/24/21,8/30/21,2
20210817,6027,Inyo County,CA,0,0,0,0,7.65,92.35,8/17/21,8/23/21,2
20210810,6027,Inyo County,CA,0,0,0,0,7.65,92.35,8/10/21,8/16/21,2
20210803,6027,Inyo County,CA,0,0,0,0,7.65,92.35,8/3/21,8/9/21,2
20210727,6027,Inyo County,CA,0,0,0,0,7.65,92.35,7/27/21,8/2/21,2
20210720,6027,Inyo County,CA,0,0,0,0,5.38,94.62,7/20/21,7/26/21,2
20210713,6027,Inyo County,CA,0,0,0,0,5.38,94.62,7/13/21,7/19/21,2
20210706,6027,Inyo County,CA,0,0,0,0,5.38,94.62,7/6/21,7/12/21,2
20210629,6027,Inyo County,CA,0,0,0,0,5.38,94.62,6/29/21,7/5/21,2
20210622,6027,Inyo County,CA,0,0,0,0,5.38,94.62,6/22/21,6/28/21,2
20210615,6027,Inyo County,CA,0,0,0,0,5.38,94.62,6/15/21,6/21/21,2
20210608,6027,Inyo County,CA,0,0,0,0,5.38,94.62,6/8/21,6/14/21,2
20210601,6027,Inyo County,CA,0,0,0,0,5.38,94.62,6/1/21,6/7/21,2
20210525,6027,Inyo County,CA,0,0,0,0,5.38,94.62,5/25/21,5/31/21,2
20210518,6027,Inyo County,CA,0,0,0,0,5.38,94.62,5/18/21,5/24/21,2
20210511,6027,Inyo County,CA,0,0,0,0,5.38,94.62,5/11/21,5/17/21,2
20210504,6027,Inyo County,CA,0,0,0,0,61.22,38.78,5/4/21,5/10/21,2
20210427,6027,Inyo County,CA,0,0,0,0,61.22,38.78,4/27/21,5/3/21,2
20210420,6027,Inyo County,CA,0,0,0,0,61.22,38.78,4/20/21,4/26/21,2
20210413,6027,Inyo County,CA,0,0,0,0,61.22,38.78,4/13/21,4/19/21,2
20210406,6027,Inyo County,CA,0,0,0,0.5,60.72,38.78,4/6/21,4/12/21,2
20210330,6027,Inyo County,CA,0,0,0,0.5,60.72,38.78,3/30/21,4/5/21,2
20210323,6027,Inyo County,CA,0,0,0,0.5,60.72,38.78,3/23/21,3/29/21,2
20210316,6027,Inyo County,CA,0,0,0,0.56,60.66,38.78,3/16/21,3/22/21,2
20210309,6027,Inyo County,CA,0,0,0,0.56,60.66,38.78,3/9/21,3/15/21,2
20210302,6027,Inyo County,CA,0,0,0,0.56,60.66,38.78,3/2/21,3/8/21,2
20210223,6027,Inyo County,CA,0,0,0,0.56,60.66,38.78,2/23/21,3/1/21,2
20210216,6027,Inyo County,CA,0,0,0,0.69,60.52,38.78,2/16/21,2/22/21,2
20210209,6027,Inyo County,CA,0,0,0,0.69,60.52,38.78,2/9/21,2/15/21,2
20210202,6027,Inyo County,CA,0,0,0,0.69,60.52,38.78,2/2/21,2/8/21,2
20210126,6027,Inyo County,CA,0,0,0,0,60.86,39.14,1/26/21,2/1/21,2
20210119,6027,Inyo County,CA,0,0,0,0,99.36,0.64,1/19/21,1/25/21,2
20210112,6027,Inyo County,CA,0,0,0,0,99.36,0.64,1/12/21,1/18/21,2
20210105,6027,Inyo County,CA,0,0,0,15.73,83.63,0.64,1/5/21,1/11/21,2
20201229,6027,Inyo County,CA,0,0,0,15.73,83.63,0.64,12/29/20,1/4/21,2
20211228,6029,Kern County,CA,0,0,0,10.66,89.34,0,12/28/21,1/3/22,2
20211221,6029,Kern County,CA,0,0,0,0,10.59,89.41,12/21/21,12/27/21,2
20211214,6029,Kern County,CA,0,0,0,0,10.59,89.41,12/14/21,12/20/21,2
20211207,6029,Kern County,CA,0,0,0,0,10.59,89.41,12/7/21,12/13/21,2
20211130,6029,Kern County,CA,0,0,0,0,10.59,89.41,11/30/21,12/6/21,2
20211123,6029,Kern County,CA,0,0,0,0,10.59,89.41,11/23/21,11/29/21,2
20211116,6029,Kern County,CA,0,0,0,0,10.59,89.41,11/16/21,11/22/21,2
20211109,6029,Kern County,CA,0,0,0,0,10.59,89.41,11/9/21,11/15/21,2
20211102,6029,Kern County,CA,0,0,0,0,10.59,89.41,11/2/21,11/8/21,2
20211026,6029,Kern County,CA,0,0,0,0,10.59,89.41,10/26/21,11/1/21,2
20211019,6029,Kern County,CA,0,0,0,0,10.59,89.41,10/19/21,10/25/21,2
20211012,6029,Kern County,CA,0,0,0,0,10.59,89.41,10/12/21,10/18/21,2
20211005,6029,Kern County,CA,0,0,0,0,10.59,89.41,10/5/21,10/11/21,2
20210928,6029,Kern County,CA,0,0,0,0,10.59,89.41,9/28/21,10/4/21,2
20210921,6029,Kern County,CA,0,0,0,0,10.59,89.41,9/21/21,9/27/21,2
20210914,6029,Kern County,CA,0,0,0,0,10.59,89.41,9/14/21,9/20/21,2
20210907,6029,Kern County,CA,0,0,0,0,10.59,89.41,9/7/21,9/13/21,2
20210831,6029,Kern County,CA,0,0,0,0,10.59,89.41,8/31/21,9/6/21,2
20210824,6029,Kern County,CA,0,0,0,0,10.59,89.41,8/24/21,8/30/21,2
20210817,6029,Kern County,CA,0,0,0,0,10.59,89.41,8/17/21,8/23/21,2
20210810,6029,Kern County,CA,0,0,0,0,10.59,89.41,8/10/21,8/16/21,2
20210803,6029,Kern County,CA,0,0,0,0,10.59,89.41,8/3/21,8/9/21,2
20210727,6029,Kern County,CA,0,0,0,0,10.59,89.41,7/27/21,8/2/21,2
20210720,6029,Kern County,CA,0,0,0,0,10.46,89.54,7/20/21,7/26/21,2
20210713,6029,Kern County,CA,0,0,0,0,10.46,89.54,7/13/21,7/19/21,2
20210706,6029,Kern County,CA,0,0,0,0,10.46,89.54,7/6/21,7/12/21,2
20210629,6029,Kern County,CA,0,0,0,0,10.46,89.54,6/29/21,7/5/21,2
20210622,6029,Kern County,CA,0,0,0,0,10.46,89.54,6/22/21,6/28/21,2
20210615,6029,Kern County,CA,0,0,0,0,10.46,89.54,6/15/21,6/21/21,2
20210608,6029,Kern County,CA,0,0,0,0,10.46,89.54,6/8/21,6/14/21,2
20210601,6029,Kern County,CA,0,0,0,0,69.91,30.09,6/1/21,6/7/21,2
20210525,6029,Kern County,CA,0,0,0,0,69.91,30.09,5/25/21,5/31/21,2
20210518,6029,Kern County,CA,0,0,0,0,69.91,30.09,5/18/21,5/24/21,2
20210511,6029,Kern County,CA,0,0,0,0,69.91,30.09,5/11/21,5/17/21,2
20210504,6029,Kern County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6029,Kern County,CA,0,0,0,24.78,75.22,0,4/27/21,5/3/21,2
20210420,6029,Kern County,CA,0,0,0,24.78,75.22,0,4/20/21,4/26/21,2
20210413,6029,Kern County,CA,0,0,9,50.06,40.94,0,4/13/21,4/19/21,2
20210406,6029,Kern County,CA,0,0.31,8.69,50.06,40.94,0,4/6/21,4/12/21,2
20210330,6029,Kern County,CA,0,0.31,16.1,66.64,16.94,0,3/30/21,4/5/21,2
20210323,6029,Kern County,CA,0,0.31,16.1,66.64,16.94,0,3/23/21,3/29/21,2
20210316,6029,Kern County,CA,0,0.27,52.43,41.19,6.12,0,3/16/21,3/22/21,2
20210309,6029,Kern County,CA,0,0.15,52.55,41.19,6.12,0,3/9/21,3/15/21,2
20210302,6029,Kern County,CA,0,0.15,52.55,41.19,6.12,0,3/2/21,3/8/21,2
20210223,6029,Kern County,CA,0,0.75,51.95,41.19,6.12,0,2/23/21,3/1/21,2
20210216,6029,Kern County,CA,0,0.75,51.95,41.39,5.91,0,2/16/21,2/22/21,2
20210209,6029,Kern County,CA,0,0.75,51.95,41.39,5.91,0,2/9/21,2/15/21,2
20210202,6029,Kern County,CA,0,0.75,51.95,41.39,5.91,0,2/2/21,2/8/21,2
20210126,6029,Kern County,CA,0,0,37.02,56.54,6.44,0,1/26/21,2/1/21,2
20210119,6029,Kern County,CA,0,0,37.02,56.54,6.44,0,1/19/21,1/25/21,2
20210112,6029,Kern County,CA,0,0,36.7,56.86,6.44,0,1/12/21,1/18/21,2
20210105,6029,Kern County,CA,0,0,79.41,20.59,0.01,0,1/5/21,1/11/21,2
20201229,6029,Kern County,CA,0,0,79.41,20.59,0.01,0,12/29/20,1/4/21,2
20211228,6031,Kings County,CA,0,0,0,0,100,0,12/28/21,1/3/22,2
20211221,6031,Kings County,CA,0,0,0,0,0,100,12/21/21,12/27/21,2
20211214,6031,Kings County,CA,0,0,0,0,0,100,12/14/21,12/20/21,2
20211207,6031,Kings County,CA,0,0,0,0,0,100,12/7/21,12/13/21,2
20211130,6031,Kings County,CA,0,0,0,0,0,100,11/30/21,12/6/21,2
20211123,6031,Kings County,CA,0,0,0,0,0,100,11/23/21,11/29/21,2
20211116,6031,Kings County,CA,0,0,0,0,0,100,11/16/21,11/22/21,2
20211109,6031,Kings County,CA,0,0,0,0,0,100,11/9/21,11/15/21,2
20211102,6031,Kings County,CA,0,0,0,0,0,100,11/2/21,11/8/21,2
20211026,6031,Kings County,CA,0,0,0,0,0,100,10/26/21,11/1/21,2
20211019,6031,Kings County,CA,0,0,0,0,0,100,10/19/21,10/25/21,2
20211012,6031,Kings County,CA,0,0,0,0,0,100,10/12/21,10/18/21,2
20211005,6031,Kings County,CA,0,0,0,0,0,100,10/5/21,10/11/21,2
20210928,6031,Kings County,CA,0,0,0,0,0,100,9/28/21,10/4/21,2
20210921,6031,Kings County,CA,0,0,0,0,0,100,9/21/21,9/27/21,2
20210914,6031,Kings County,CA,0,0,0,0,0,100,9/14/21,9/20/21,2
20210907,6031,Kings County,CA,0,0,0,0,0,100,9/7/21,9/13/21,2
20210831,6031,Kings County,CA,0,0,0,0,0,100,8/31/21,9/6/21,2
20210824,6031,Kings County,CA,0,0,0,0,0,100,8/24/21,8/30/21,2
20210817,6031,Kings County,CA,0,0,0,0,0,100,8/17/21,8/23/21,2
20210810,6031,Kings County,CA,0,0,0,0,0,100,8/10/21,8/16/21,2
20210803,6031,Kings County,CA,0,0,0,0,0,100,8/3/21,8/9/21,2
20210727,6031,Kings County,CA,0,0,0,0,0,100,7/27/21,8/2/21,2
20210720,6031,Kings County,CA,0,0,0,0,50.68,49.32,7/20/21,7/26/21,2
20210713,6031,Kings County,CA,0,0,0,0,50.68,49.32,7/13/21,7/19/21,2
20210706,6031,Kings County,CA,0,0,0,0,50.68,49.32,7/6/21,7/12/21,2
20210629,6031,Kings County,CA,0,0,0,0,50.68,49.32,6/29/21,7/5/21,2
20210622,6031,Kings County,CA,0,0,0,0,50.68,49.32,6/22/21,6/28/21,2
20210615,6031,Kings County,CA,0,0,0,0,50.68,49.32,6/15/21,6/21/21,2
20210608,6031,Kings County,CA,0,0,0,0,50.68,49.32,6/8/21,6/14/21,2
20210601,6031,Kings County,CA,0,0,0,0.59,99.41,0,6/1/21,6/7/21,2
20210525,6031,Kings County,CA,0,0,0,0.59,99.41,0,5/25/21,5/31/21,2
20210518,6031,Kings County,CA,0,0,0,0.16,99.84,0,5/18/21,5/24/21,2
20210511,6031,Kings County,CA,0,0,0,0.16,99.84,0,5/11/21,5/17/21,2
20210504,6031,Kings County,CA,0,0,0,0.16,99.84,0,5/4/21,5/10/21,2
20210427,6031,Kings County,CA,0,0,0,95.38,4.62,0,4/27/21,5/3/21,2
20210420,6031,Kings County,CA,0,0,0,95.38,4.62,0,4/20/21,4/26/21,2
20210413,6031,Kings County,CA,0,0,28.38,71.62,0,0,4/13/21,4/19/21,2
20210406,6031,Kings County,CA,0,4.03,24.39,71.58,0,0,4/6/21,4/12/21,2
20210330,6031,Kings County,CA,0,4.03,24.39,71.58,0,0,3/30/21,4/5/21,2
20210323,6031,Kings County,CA,0,4.03,24.39,71.58,0,0,3/23/21,3/29/21,2
20210316,6031,Kings County,CA,0,4.06,95.94,0,0,0,3/16/21,3/22/21,2
20210309,6031,Kings County,CA,0,2.86,97.14,0,0,0,3/9/21,3/15/21,2
20210302,6031,Kings County,CA,0,2.86,97.14,0,0,0,3/2/21,3/8/21,2
20210223,6031,Kings County,CA,0,2.86,97.14,0,0,0,2/23/21,3/1/21,2
20210216,6031,Kings County,CA,0,2.86,97.14,0,0,0,2/16/21,2/22/21,2
20210209,6031,Kings County,CA,0,2.86,97.14,0,0,0,2/9/21,2/15/21,2
20210202,6031,Kings County,CA,0,2.86,97.14,0,0,0,2/2/21,2/8/21,2
20210126,6031,Kings County,CA,0,0,29.52,70.48,0,0,1/26/21,2/1/21,2
20210119,6031,Kings County,CA,0,0,29.52,70.48,0,0,1/19/21,1/25/21,2
20210112,6031,Kings County,CA,0,0,29.14,70.86,0,0,1/12/21,1/18/21,2
20210105,6031,Kings County,CA,0,0,96.42,3.58,0,0,1/5/21,1/11/21,2
20201229,6031,Kings County,CA,0,0,96.42,3.58,0,0,12/29/20,1/4/21,2
20211228,6033,Lake County,CA,0,0,0,99.68,0.32,0,12/28/21,1/3/22,2
20211221,6033,Lake County,CA,0,0,0,0,100,0,12/21/21,12/27/21,2
20211214,6033,Lake County,CA,0,0,0,0,100,0,12/14/21,12/20/21,2
20211207,6033,Lake County,CA,0,0,0,0,100,0,12/7/21,12/13/21,2
20211130,6033,Lake County,CA,0,0,0,0,100,0,11/30/21,12/6/21,2
20211123,6033,Lake County,CA,0,0,0,0,100,0,11/23/21,11/29/21,2
20211116,6033,Lake County,CA,0,0,0,0,52.93,47.07,11/16/21,11/22/21,2
20211109,6033,Lake County,CA,0,0,0,0,52.93,47.07,11/9/21,11/15/21,2
20211102,6033,Lake County,CA,0,0,0,0,52.93,47.07,11/2/21,11/8/21,2
20211026,6033,Lake County,CA,0,0,0,0,52.93,47.07,10/26/21,11/1/21,2
20211019,6033,Lake County,CA,0,0,0,0,25.97,74.03,10/19/21,10/25/21,2
20211012,6033,Lake County,CA,0,0,0,0,25.97,74.03,10/12/21,10/18/21,2
20211005,6033,Lake County,CA,0,0,0,0,25.97,74.03,10/5/21,10/11/21,2
20210928,6033,Lake County,CA,0,0,0,0,25.97,74.03,9/28/21,10/4/21,2
20210921,6033,Lake County,CA,0,0,0,0,25.97,74.03,9/21/21,9/27/21,2
20210914,6033,Lake County,CA,0,0,0,0,25.97,74.03,9/14/21,9/20/21,2
20210907,6033,Lake County,CA,0,0,0,0,25.97,74.03,9/7/21,9/13/21,2
20210831,6033,Lake County,CA,0,0,0,0,25.97,74.03,8/31/21,9/6/21,2
20210824,6033,Lake County,CA,0,0,0,0,25.97,74.03,8/24/21,8/30/21,2
20210817,6033,Lake County,CA,0,0,0,0,25.97,74.03,8/17/21,8/23/21,2
20210810,6033,Lake County,CA,0,0,0,0,25.97,74.03,8/10/21,8/16/21,2
20210803,6033,Lake County,CA,0,0,0,0,25.97,74.03,8/3/21,8/9/21,2
20210727,6033,Lake County,CA,0,0,0,0,25.97,74.03,7/27/21,8/2/21,2
20210720,6033,Lake County,CA,0,0,0,0,25.97,74.03,7/20/21,7/26/21,2
20210713,6033,Lake County,CA,0,0,0,0,25.97,74.03,7/13/21,7/19/21,2
20210706,6033,Lake County,CA,0,0,0,0,25.97,74.03,7/6/21,7/12/21,2
20210629,6033,Lake County,CA,0,0,0,0,25.97,74.03,6/29/21,7/5/21,2
20210622,6033,Lake County,CA,0,0,0,0,25.97,74.03,6/22/21,6/28/21,2
20210615,6033,Lake County,CA,0,0,0,0,25.97,74.03,6/15/21,6/21/21,2
20210608,6033,Lake County,CA,0,0,0,0,25.97,74.03,6/8/21,6/14/21,2
20210601,6033,Lake County,CA,0,0,0,0,25.97,74.03,6/1/21,6/7/21,2
20210525,6033,Lake County,CA,0,0,0,0,25.97,74.03,5/25/21,5/31/21,2
20210518,6033,Lake County,CA,0,0,0,0,61.2,38.8,5/18/21,5/24/21,2
20210511,6033,Lake County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6033,Lake County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6033,Lake County,CA,0,0,0,0,100,0,4/27/21,5/3/21,2
20210420,6033,Lake County,CA,0,0,0,0,100,0,4/20/21,4/26/21,2
20210413,6033,Lake County,CA,0,0,0,55.72,44.28,0,4/13/21,4/19/21,2
20210406,6033,Lake County,CA,0,0,0,55.72,44.28,0,4/6/21,4/12/21,2
20210330,6033,Lake County,CA,0,0,0,55.72,44.28,0,3/30/21,4/5/21,2
20210323,6033,Lake County,CA,0,0,0,55.72,44.28,0,3/23/21,3/29/21,2
20210316,6033,Lake County,CA,0,0,0,55.72,44.28,0,3/16/21,3/22/21,2
20210309,6033,Lake County,CA,0,0,0,55.72,44.28,0,3/9/21,3/15/21,2
20210302,6033,Lake County,CA,0,0,0,55.72,44.28,0,3/2/21,3/8/21,2
20210223,6033,Lake County,CA,0,0,0,55.72,44.28,0,2/23/21,3/1/21,2
20210216,6033,Lake County,CA,0,0,0,58.04,41.96,0,2/16/21,2/22/21,2
20210209,6033,Lake County,CA,0,0,0,58.04,41.96,0,2/9/21,2/15/21,2
20210202,6033,Lake County,CA,0,0,0,58.04,41.96,0,2/2/21,2/8/21,2
20210126,6033,Lake County,CA,0,0,0,0,100,0,1/26/21,2/1/21,2
20210119,6033,Lake County,CA,0,0,0,0,100,0,1/19/21,1/25/21,2
20210112,6033,Lake County,CA,0,0,0,0,100,0,1/12/21,1/18/21,2
20210105,6033,Lake County,CA,0,0,0,0,100,0,1/5/21,1/11/21,2
20201229,6033,Lake County,CA,0,0,0,0,100,0,12/29/20,1/4/21,2
20211228,6035,Lassen County,CA,0,0,0,100,0,0,12/28/21,1/3/22,2
20211221,6035,Lassen County,CA,0,0,0,48.76,51.24,0,12/21/21,12/27/21,2
20211214,6035,Lassen County,CA,0,0,0,48.97,51.03,0,12/14/21,12/20/21,2
20211207,6035,Lassen County,CA,0,0,0,48.97,51.03,0,12/7/21,12/13/21,2
20211130,6035,Lassen County,CA,0,0,0,48.97,51.03,0,11/30/21,12/6/21,2
20211123,6035,Lassen County,CA,0,0,0,48.97,51.03,0,11/23/21,11/29/21,2
20211116,6035,Lassen County,CA,0,0,0,48.97,51.03,0,11/16/21,11/22/21,2
20211109,6035,Lassen County,CA,0,0,0,48.97,51.03,0,11/9/21,11/15/21,2
20211102,6035,Lassen County,CA,0,0,0,48.97,50.99,0.04,11/2/21,11/8/21,2
20211026,6035,Lassen County,CA,0,0,0,48.97,50.99,0.04,10/26/21,11/1/21,2
20211019,6035,Lassen County,CA,0,0,0,0,99.19,0.81,10/19/21,10/25/21,2
20211012,6035,Lassen County,CA,0,0,0,0,99.19,0.81,10/12/21,10/18/21,2
20211005,6035,Lassen County,CA,0,0,0,0,99.19,0.81,10/5/21,10/11/21,2
20210928,6035,Lassen County,CA,0,0,0,0,99.19,0.81,9/28/21,10/4/21,2
20210921,6035,Lassen County,CA,0,0,0,0,99.19,0.81,9/21/21,9/27/21,2
20210914,6035,Lassen County,CA,0,0,0,0,99.19,0.81,9/14/21,9/20/21,2
20210907,6035,Lassen County,CA,0,0,0,0,99.19,0.81,9/7/21,9/13/21,2
20210831,6035,Lassen County,CA,0,0,0,0,99.19,0.81,8/31/21,9/6/21,2
20210824,6035,Lassen County,CA,0,0,0,0,99.19,0.81,8/24/21,8/30/21,2
20210817,6035,Lassen County,CA,0,0,0,0,99.19,0.81,8/17/21,8/23/21,2
20210810,6035,Lassen County,CA,0,0,0,0,99.22,0.78,8/10/21,8/16/21,2
20210803,6035,Lassen County,CA,0,0,0,0,99.22,0.78,8/3/21,8/9/21,2
20210727,6035,Lassen County,CA,0,0,0,0,99.22,0.78,7/27/21,8/2/21,2
20210720,6035,Lassen County,CA,0,0,0,0,100,0,7/20/21,7/26/21,2
20210713,6035,Lassen County,CA,0,0,0,0,100,0,7/13/21,7/19/21,2
20210706,6035,Lassen County,CA,0,0,0,0,100,0,7/6/21,7/12/21,2
20210629,6035,Lassen County,CA,0,0,0,0,100,0,6/29/21,7/5/21,2
20210622,6035,Lassen County,CA,0,0,0,0,100,0,6/22/21,6/28/21,2
20210615,6035,Lassen County,CA,0,0,0,0,100,0,6/15/21,6/21/21,2
20210608,6035,Lassen County,CA,0,0,0,0,100,0,6/8/21,6/14/21,2
20210601,6035,Lassen County,CA,0,0,0,0,100,0,6/1/21,6/7/21,2
20210525,6035,Lassen County,CA,0,0,0,0,100,0,5/25/21,5/31/21,2
20210518,6035,Lassen County,CA,0,0,0,0,100,0,5/18/21,5/24/21,2
20210511,6035,Lassen County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6035,Lassen County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6035,Lassen County,CA,0,0,0,23.83,76.17,0,4/27/21,5/3/21,2
20210420,6035,Lassen County,CA,0,0,0,23.83,76.17,0,4/20/21,4/26/21,2
20210413,6035,Lassen County,CA,0,0,0,23.83,76.17,0,4/13/21,4/19/21,2
20210406,6035,Lassen County,CA,0,0,0,44.92,55.08,0,4/6/21,4/12/21,2
20210330,6035,Lassen County,CA,0,0,0,61.08,38.92,0,3/30/21,4/5/21,2
20210323,6035,Lassen County,CA,0,0,0,61.08,38.92,0,3/23/21,3/29/21,2
20210316,6035,Lassen County,CA,0,0,0,61.08,38.92,0,3/16/21,3/22/21,2
20210309,6035,Lassen County,CA,0,0,0,61.08,38.92,0,3/9/21,3/15/21,2
20210302,6035,Lassen County,CA,0,0,0,61.08,38.92,0,3/2/21,3/8/21,2
20210223,6035,Lassen County,CA,0,0,0,61.08,38.92,0,2/23/21,3/1/21,2
20210216,6035,Lassen County,CA,0,0,0,61.72,38.28,0,2/16/21,2/22/21,2
20210209,6035,Lassen County,CA,0,0,0,61.72,38.28,0,2/9/21,2/15/21,2
20210202,6035,Lassen County,CA,0,0,0,61.72,38.28,0,2/2/21,2/8/21,2
20210126,6035,Lassen County,CA,0,0,0,61.59,38.41,0,1/26/21,2/1/21,2
20210119,6035,Lassen County,CA,0,0,0,61.59,38.41,0,1/19/21,1/25/21,2
20210112,6035,Lassen County,CA,0,0,0,61.59,38.41,0,1/12/21,1/18/21,2
20210105,6035,Lassen County,CA,0,0,0,61.59,38.41,0,1/5/21,1/11/21,2
20201229,6035,Lassen County,CA,0,0,0,61.59,38.41,0,12/29/20,1/4/21,2
20211228,6037,Los Angeles County,CA,0,0,5.33,84.54,10.13,0,12/28/21,1/3/22,2
20211221,6037,Los Angeles County,CA,0,0,1.41,0.06,87.42,11.11,12/21/21,12/27/21,2
20211214,6037,Los Angeles County,CA,0,0,1.41,0.18,78.42,19.99,12/14/21,12/20/21,2
20211207,6037,Los Angeles County,CA,0,0,1.41,0.18,78.42,19.99,12/7/21,12/13/21,2
20211130,6037,Los Angeles County,CA,0,0,1.41,0.18,78.42,19.99,11/30/21,12/6/21,2
20211123,6037,Los Angeles County,CA,0,0,1.41,0.18,78.42,19.99,11/23/21,11/29/21,2
20211116,6037,Los Angeles County,CA,0,0,1.41,0.18,78.42,19.99,11/16/21,11/22/21,2
20211109,6037,Los Angeles County,CA,0,0,1.41,0.18,78.42,19.99,11/9/21,11/15/21,2
